,bbox_list
b066df0c1.jpg,"[(705, 75, 748, 124), (580, 234, 599, 247), (644, 292, 663, 306)]"
b069b4c07.jpg,"[(282, 408, 294, 422), (224, 590, 245, 616)]"
b06d1ea41.jpg,"[(271, 42, 309, 57), (648, 155, 722, 193)]"
b06f0209e.jpg,"[(686, 159, 700, 173)]"
b06f8fd81.jpg,"[(431, 249, 453, 273)]"
b0714ac4d.jpg,"[(385, 111, 424, 198), (426, 394, 435, 403)]"
b07603952.jpg,"[(547, 597, 559, 622)]"
b0821cb5d.jpg,"[(401, 254, 411, 268), (357, 536, 375, 551), (367, 579, 389, 606), (144, 745, 154, 757)]"
b089e8460.jpg,"[(575, 217, 590, 229)]"
b08fd2a80.jpg,"[(158, 5, 159, 6), (160, 6, 161, 7), (157, 7, 158, 8), (162, 7, 163, 8), (164, 8, 165, 9), (156, 9, 157, 10), (166, 9, 167, 10), (170, 14, 175, 19), (164, 15, 165, 16), (166, 16, 167, 17), (168, 17, 169, 18), (138, 25, 152, 38), (14, 699, 21, 713)]"
b0924de35.jpg,"[(504, 279, 584, 344)]"
b093f2bdf.jpg,"[(703, 133, 716, 195)]"
b0947b8bb.jpg,"[(339, 132, 390, 297), (80, 263, 109, 296)]"
b099626b2.jpg,"[(182, 337, 273, 371)]"
b09f898f9.jpg,"[(343, 193, 351, 220), (317, 207, 344, 239), (434, 431, 471, 467)]"
b0a02db2f.jpg,"[(135, 686, 188, 741)]"
b0a8a041d.jpg,"[(253, 16, 311, 159)]"
b0abde45a.jpg,"[(745, 440, 762, 464)]"
b0af8edde.jpg,"[(291, 616, 344, 659)]"
b0aff03c7.jpg,"[(385, 52, 398, 70), (315, 227, 321, 245), (197, 248, 208, 263)]"
b0b3e169b.jpg,"[(461, 0, 667, 77)]"
b0b581f1c.jpg,"[(351, 565, 366, 578)]"
b0b850393.jpg,"[(590, 162, 603, 177), (305, 420, 321, 434), (193, 490, 205, 507)]"
b0b9ca481.jpg,"[(414, 108, 435, 141)]"
b0ba41bab.jpg,"[(38, 333, 64, 402), (289, 387, 418, 447)]"
b0bb57eef.jpg,"[(0, 77, 15, 101)]"
b0bde5dc1.jpg,"[(160, 323, 447, 412)]"
b0c30a748.jpg,"[(177, 524, 210, 549)]"
b0c3d06fa.jpg,"[(185, 136, 225, 170)]"
b0ca6c2a5.jpg,"[(26, 222, 50, 245)]"
b0cb1c9e4.jpg,"[(528, 61, 542, 85), (462, 221, 473, 232), (432, 245, 450, 265), (329, 326, 342, 337), (120, 376, 126, 388), (372, 435, 386, 444)]"
b0d503434.jpg,"[(110, 142, 298, 409)]"
b0d5acdd5.jpg,"[(0, 70, 184, 143)]"
b0da30302.jpg,"[(252, 322, 255, 328)]"
b0da3e354.jpg,"[(232, 255, 247, 269)]"
b0da4eeb7.jpg,"[(310, 247, 549, 432)]"
b0dc8fee2.jpg,"[(165, 407, 221, 571)]"
b0dcf5074.jpg,"[(733, 640, 768, 768)]"
b0ddf319d.jpg,"[(72, 131, 194, 208)]"
b0e15a62d.jpg,"[(236, 43, 321, 74), (410, 182, 426, 237), (436, 472, 492, 508)]"
b0e3310ed.jpg,"[(500, 42, 515, 60)]"
b0ea46eaf.jpg,"[(140, 232, 224, 315), (290, 733, 313, 768)]"
b0eb05f5b.jpg,"[(515, 231, 550, 296)]"
b0f29e471.jpg,"[(100, 293, 108, 303)]"
b0f3a1546.jpg,"[(547, 39, 578, 69)]"
b0f488b4f.jpg,"[(713, 633, 718, 638)]"
b0f4d07ed.jpg,"[(536, 35, 540, 43), (449, 717, 468, 726)]"
b0f7abbe8.jpg,"[(565, 400, 580, 435)]"
b0f93cca2.jpg,"[(500, 262, 537, 370), (511, 546, 578, 697)]"
b0fbd886b.jpg,"[(334, 202, 496, 308), (602, 548, 768, 690)]"
b0fc86578.jpg,"[(317, 544, 328, 568)]"
b0fe2b40d.jpg,"[(558, 89, 614, 165)]"
b0fec7d62.jpg,"[(219, 543, 518, 768)]"
b0feef552.jpg,"[(656, 667, 768, 692)]"
b101d408a.jpg,"[(441, 207, 612, 445)]"
b101ec342.jpg,"[(196, 209, 426, 423), (272, 258, 325, 307)]"
b102f97ca.jpg,"[(329, 185, 347, 208)]"
b1082839f.jpg,"[(599, 453, 629, 514)]"
b109cd1a1.jpg,"[(145, 470, 167, 482)]"
b10baecc6.jpg,"[(586, 66, 609, 83), (699, 151, 758, 204)]"
b10bdf278.jpg,"[(116, 89, 186, 125), (29, 573, 121, 655)]"
b10f0996c.jpg,"[(394, 538, 432, 678), (683, 671, 695, 687), (295, 681, 306, 689)]"
b10f36088.jpg,"[(435, 599, 516, 768)]"
b110009c7.jpg,"[(746, 611, 754, 621)]"
b111f21e0.jpg,"[(685, 250, 697, 259)]"
b113c5664.jpg,"[(179, 0, 192, 18), (8, 139, 29, 198)]"
b1156b1bb.jpg,"[(633, 279, 641, 287), (653, 281, 661, 287), (600, 287, 605, 293), (696, 290, 701, 297)]"
b116daf8c.jpg,"[(73, 466, 88, 485)]"
b11718dc0.jpg,"[(354, 233, 443, 390)]"
b11757fe1.jpg,"[(336, 681, 445, 729)]"
b11777a8b.jpg,"[(416, 311, 564, 507)]"
b11802914.jpg,"[(574, 491, 582, 496)]"
b11b3f391.jpg,"[(314, 19, 332, 31), (320, 38, 335, 53), (407, 46, 418, 66), (313, 189, 320, 211), (633, 200, 653, 217), (729, 259, 753, 269), (265, 349, 314, 388), (555, 463, 562, 477)]"
b11e83f4e.jpg,"[(718, 240, 722, 250)]"
b121194b4.jpg,"[(468, 344, 510, 503)]"
b126d5b25.jpg,"[(295, 58, 458, 225)]"
b128dc012.jpg,"[(424, 351, 435, 359), (450, 355, 479, 374)]"
b12a16059.jpg,"[(215, 203, 224, 211), (587, 207, 728, 305), (380, 233, 389, 243), (482, 256, 491, 267), (616, 293, 639, 312)]"
b12d0173c.jpg,"[(73, 465, 92, 484)]"
b12da8b23.jpg,"[(658, 625, 678, 649)]"
b131b2b20.jpg,"[(135, 170, 162, 263)]"
b133b0f08.jpg,"[(80, 125, 94, 139), (605, 389, 660, 414)]"
b137f9b01.jpg,"[(71, 729, 81, 735)]"
b13815daa.jpg,"[(556, 100, 566, 110), (632, 285, 648, 302), (485, 690, 517, 712)]"
b139c5966.jpg,"[(386, 129, 394, 150), (428, 586, 439, 611)]"
b139e423a.jpg,"[(54, 672, 71, 685), (113, 709, 127, 719)]"
b13c40a48.jpg,"[(279, 496, 320, 547), (272, 590, 351, 731)]"
b13fc616b.jpg,"[(365, 5, 507, 194)]"
b146ba7ec.jpg,"[(486, 682, 539, 768)]"
b1484acc7.jpg,"[(223, 175, 422, 358), (206, 332, 226, 350), (362, 627, 372, 643)]"
b14f3d018.jpg,"[(592, 282, 612, 289)]"
b14f41fa8.jpg,"[(288, 70, 328, 264)]"
b14f9663c.jpg,"[(560, 317, 571, 338), (543, 360, 580, 438), (647, 619, 671, 667)]"
b1505617b.jpg,"[(522, 652, 548, 741)]"
b1505935b.jpg,"[(435, 34, 452, 78)]"
b1509901b.jpg,"[(124, 681, 139, 710)]"
b15345bb0.jpg,"[(567, 693, 586, 721)]"
b15390c5f.jpg,"[(325, 385, 524, 502), (303, 690, 326, 709)]"
b15acf538.jpg,"[(378, 149, 458, 224), (283, 315, 316, 347), (212, 356, 270, 419), (179, 389, 237, 453), (91, 457, 124, 505)]"
b15bdd4bf.jpg,"[(597, 500, 605, 512), (519, 617, 528, 627), (538, 617, 546, 626), (594, 762, 599, 768)]"
b15cc582c.jpg,"[(436, 505, 460, 529), (461, 629, 479, 670)]"
b15e3434d.jpg,"[(193, 107, 224, 174), (130, 237, 151, 278)]"
b15fde813.jpg,"[(276, 39, 285, 55)]"
b16078514.jpg,"[(319, 629, 365, 686)]"
b160b19d3.jpg,"[(39, 97, 113, 115), (465, 106, 574, 133)]"
b162879d4.jpg,"[(277, 22, 284, 29)]"
b162ba906.jpg,"[(267, 679, 312, 768)]"
b166d243a.jpg,"[(204, 424, 209, 437)]"
b1693d498.jpg,"[(455, 116, 506, 137)]"
b1703191c.jpg,"[(197, 0, 204, 7)]"
b1741a45f.jpg,"[(116, 633, 134, 667)]"
b176dc8f6.jpg,"[(495, 37, 505, 72), (386, 438, 430, 492), (0, 638, 24, 695)]"
b1782cac6.jpg,"[(165, 230, 273, 370), (449, 551, 587, 723)]"
b178a4c2f.jpg,"[(373, 31, 387, 44), (363, 69, 659, 209), (245, 560, 335, 606), (313, 599, 372, 612), (667, 677, 768, 716)]"
b17cc3876.jpg,"[(141, 454, 166, 472), (89, 478, 128, 510), (5, 495, 45, 523)]"
b18137d97.jpg,"[(332, 9, 428, 55)]"
b18143be7.jpg,"[(16, 202, 86, 274), (471, 343, 614, 452), (217, 696, 255, 768), (188, 721, 204, 737)]"
b1816e5ae.jpg,"[(510, 557, 520, 573)]"
b18342086.jpg,"[(662, 35, 683, 55)]"
b184b4888.jpg,"[(653, 172, 663, 184)]"
b18564030.jpg,"[(312, 173, 450, 307)]"
b185cdec2.jpg,"[(185, 185, 215, 278), (160, 470, 185, 517)]"
b18663391.jpg,"[(192, 326, 202, 345)]"
b187f5bb3.jpg,"[(175, 475, 337, 568)]"
b188ddff9.jpg,"[(695, 681, 709, 697)]"
b1892fc45.jpg,"[(641, 323, 745, 388)]"
b189f2080.jpg,"[(281, 1, 425, 239)]"
b18b9d4de.jpg,"[(187, 91, 340, 402), (236, 470, 254, 487)]"
b1900773c.jpg,"[(492, 446, 504, 453)]"
b191b5c74.jpg,"[(189, 402, 294, 695)]"
b1937a38b.jpg,"[(369, 604, 379, 614)]"
b19466604.jpg,"[(0, 113, 99, 134), (0, 225, 104, 243), (0, 262, 99, 280), (330, 277, 342, 290)]"
b194c0968.jpg,"[(715, 237, 730, 249)]"
b195b4491.jpg,"[(369, 602, 429, 685)]"
b195bdfe3.jpg,"[(2, 362, 11, 385)]"
b195c801d.jpg,"[(152, 139, 228, 283), (645, 553, 742, 732)]"
b19c65c9f.jpg,"[(234, 44, 329, 232), (35, 421, 41, 437), (80, 437, 92, 477)]"
b19c782cc.jpg,"[(281, 0, 306, 73)]"
b1a0efb61.jpg,"[(323, 524, 352, 577)]"
b1a2e7875.jpg,"[(496, 211, 505, 215), (668, 430, 748, 468)]"
b1a536580.jpg,"[(172, 607, 183, 621)]"
b1a9b33a9.jpg,"[(347, 223, 453, 307), (607, 692, 722, 768)]"
b1aa60ab8.jpg,"[(77, 423, 89, 443)]"
b1acd2f30.jpg,"[(628, 377, 646, 411)]"
b1b46ef59.jpg,"[(347, 123, 356, 135)]"
b1b5363cf.jpg,"[(710, 85, 731, 103)]"
b1b7ddce6.jpg,"[(465, 215, 646, 433)]"
b1b8e66b0.jpg,"[(385, 158, 410, 239), (183, 590, 233, 672)]"
b1b9451c4.jpg,"[(126, 51, 157, 94)]"
b1b94b8ae.jpg,"[(700, 75, 717, 89), (696, 92, 710, 102), (435, 739, 442, 758)]"
b1bc19c14.jpg,"[(486, 350, 601, 509)]"
b1bc954dc.jpg,"[(80, 594, 103, 623)]"
b1bf84bfb.jpg,"[(626, 523, 690, 596)]"
b1c0a1787.jpg,"[(553, 50, 622, 113), (663, 153, 670, 167)]"
b1c3d5ca2.jpg,"[(272, 241, 299, 277)]"
b1c6669af.jpg,"[(440, 432, 457, 495)]"
b1c90484e.jpg,"[(445, 524, 455, 532)]"
b1ccd9696.jpg,"[(733, 426, 761, 445)]"
b1cd88e03.jpg,"[(476, 554, 513, 760)]"
b1cefe448.jpg,"[(133, 232, 147, 247), (110, 253, 213, 357)]"
b1d1e5410.jpg,"[(30, 232, 99, 344)]"
b1d6238f3.jpg,"[(209, 546, 227, 565)]"
b1d6d5adc.jpg,"[(451, 0, 516, 47), (287, 69, 332, 129), (609, 106, 666, 130), (648, 246, 712, 285), (297, 298, 364, 352), (85, 324, 163, 398), (326, 459, 375, 494), (459, 520, 500, 554), (78, 580, 163, 651), (390, 640, 445, 665)]"
b1d75d251.jpg,"[(379, 153, 421, 241)]"
b1d77b562.jpg,"[(498, 79, 531, 174), (441, 607, 484, 703)]"
b1da01dd5.jpg,"[(184, 598, 207, 681)]"
b1db4b5fb.jpg,"[(731, 412, 768, 553)]"
b1dc96cd3.jpg,"[(193, 248, 209, 275), (187, 309, 211, 338)]"
b1dfd43e8.jpg,"[(483, 517, 623, 709)]"
b1e31b08f.jpg,"[(316, 437, 511, 713)]"
b1e31ebea.jpg,"[(421, 290, 522, 513)]"
b1e67388a.jpg,"[(286, 528, 330, 700)]"
b1ea10c39.jpg,"[(53, 599, 65, 612)]"
b1eaf3a3c.jpg,"[(277, 740, 289, 768)]"
b1eb1b4b3.jpg,"[(674, 51, 720, 96), (665, 96, 673, 114), (656, 123, 691, 186)]"
b1eb3970e.jpg,"[(142, 586, 160, 603), (41, 621, 110, 684)]"
b1ee85bd1.jpg,"[(0, 14, 68, 36)]"
b1ef85c09.jpg,"[(284, 155, 376, 222)]"
b1efe043e.jpg,"[(685, 0, 714, 70)]"
b1efe99f3.jpg,"[(447, 722, 467, 768)]"
b1f11ba8e.jpg,"[(53, 349, 139, 471)]"
b1f1eeebb.jpg,"[(309, 583, 363, 753)]"
b1feb9821.jpg,"[(0, 226, 108, 380)]"
b206a689c.jpg,"[(505, 131, 604, 338)]"
b20c689fb.jpg,"[(574, 186, 631, 346)]"
b20d7442a.jpg,"[(300, 605, 316, 642)]"
b210df068.jpg,"[(546, 338, 561, 363)]"
b213ce170.jpg,"[(697, 321, 704, 327)]"
b21940557.jpg,"[(512, 104, 521, 121), (470, 186, 478, 203), (434, 224, 441, 243), (329, 329, 338, 337), (272, 403, 285, 413), (221, 702, 289, 768)]"
b21a9f340.jpg,"[(357, 233, 404, 431)]"
b21b4c6b5.jpg,"[(753, 608, 758, 615), (448, 704, 456, 716)]"
b21f2c207.jpg,"[(526, 104, 531, 114), (507, 448, 513, 453), (539, 486, 545, 490)]"
b22150e77.jpg,"[(273, 412, 285, 424), (266, 430, 275, 439), (279, 440, 293, 453), (297, 451, 306, 465)]"
b221987ee.jpg,"[(521, 0, 580, 38)]"
b223986d3.jpg,"[(0, 0, 167, 230), (309, 373, 462, 621)]"
b22e2f206.jpg,"[(80, 51, 86, 58), (87, 53, 98, 61), (203, 58, 219, 76), (84, 59, 85, 60), (87, 61, 89, 63), (96, 62, 97, 63), (90, 63, 92, 65), (93, 64, 96, 66), (167, 124, 184, 145), (202, 244, 206, 250), (207, 245, 208, 246), (211, 248, 212, 249), (214, 250, 216, 252), (335, 250, 350, 258), (204, 251, 205, 252), (207, 253, 208, 254), (215, 253, 220, 259), (209, 254, 211, 256), (212, 256, 214, 258), (333, 256, 334, 257), (335, 257, 336, 258), (337, 258, 338, 259), (339, 259, 347, 264), (349, 259, 350, 260), (348, 261, 349, 262), (98, 341, 109, 353), (223, 368, 240, 379), (117, 631, 136, 640), (147, 640, 164, 648), (172, 643, 194, 651), (191, 651, 208, 660)]"
b22fa60f3.jpg,"[(682, 345, 733, 407)]"
b22fc0f5c.jpg,"[(655, 176, 702, 216), (434, 180, 472, 206), (661, 299, 704, 333), (600, 318, 606, 328), (497, 416, 541, 453), (685, 504, 726, 544), (360, 584, 383, 605), (518, 631, 563, 673), (682, 730, 717, 765)]"
b2311d67c.jpg,"[(205, 500, 303, 694)]"
b239da7cb.jpg,"[(329, 535, 344, 547)]"
b23c16f4e.jpg,"[(362, 632, 382, 650)]"
b23d92ed7.jpg,"[(753, 238, 768, 252), (408, 536, 459, 719)]"
b23dc8d66.jpg,"[(57, 347, 171, 415)]"
b23e3327a.jpg,"[(304, 64, 355, 220)]"
b240b9a79.jpg,"[(183, 474, 193, 486), (124, 506, 344, 673)]"
b24414968.jpg,"[(219, 0, 226, 21)]"
b244ed1a2.jpg,"[(718, 354, 733, 370)]"
b24969956.jpg,"[(548, 589, 623, 648), (140, 606, 242, 687)]"
b249ca75e.jpg,"[(284, 528, 465, 666)]"
b249cd451.jpg,"[(211, 181, 268, 256), (122, 335, 144, 357)]"
b24d161ec.jpg,"[(82, 541, 98, 561)]"
b250165ed.jpg,"[(56, 402, 193, 552)]"
b25092efc.jpg,"[(523, 586, 534, 592), (710, 624, 719, 632), (308, 697, 322, 708), (415, 746, 422, 753), (322, 752, 336, 768), (406, 753, 412, 759)]"
b2562fede.jpg,"[(293, 209, 298, 228)]"
b257fef01.jpg,"[(669, 400, 701, 435)]"
b259f2af6.jpg,"[(244, 518, 281, 626)]"
b25bc8ca4.jpg,"[(179, 503, 190, 514), (170, 505, 180, 520), (159, 509, 169, 524), (153, 512, 160, 528), (200, 539, 212, 553), (155, 556, 163, 568), (196, 559, 204, 572), (178, 647, 202, 683)]"
b25cf48fa.jpg,"[(605, 207, 627, 249), (529, 229, 537, 239), (194, 400, 200, 412), (575, 725, 588, 744)]"
b2617921b.jpg,"[(551, 530, 566, 545)]"
b2637d182.jpg,"[(338, 537, 390, 587)]"
b265b8f0e.jpg,"[(235, 174, 277, 255)]"
b2670a75f.jpg,"[(490, 195, 586, 320)]"
b26cd239c.jpg,"[(344, 64, 429, 141), (0, 251, 45, 338), (256, 290, 276, 330), (461, 380, 504, 426), (481, 544, 546, 597), (160, 571, 238, 626), (382, 734, 408, 768)]"
b26d3a0c5.jpg,"[(37, 155, 81, 228)]"
b26ff61a1.jpg,"[(619, 0, 752, 208)]"
b273e414e.jpg,"[(363, 365, 388, 434), (675, 427, 700, 469), (196, 461, 203, 483), (31, 463, 65, 546), (236, 477, 282, 555), (573, 531, 592, 578), (415, 550, 436, 590), (608, 571, 618, 585), (739, 573, 761, 616), (520, 670, 542, 716), (745, 696, 768, 768), (177, 702, 201, 742), (361, 705, 388, 768)]"
b27b4ff2c.jpg,"[(27, 603, 268, 754)]"
b27c81386.jpg,"[(53, 39, 112, 141)]"
b27e5e89f.jpg,"[(419, 690, 437, 707)]"
b27e707a0.jpg,"[(566, 525, 638, 659)]"
b2825f04c.jpg,"[(394, 432, 408, 445), (550, 467, 567, 482), (599, 484, 613, 494), (124, 493, 142, 505), (591, 493, 604, 501), (230, 496, 250, 511), (456, 500, 474, 516)]"
b283b8ccb.jpg,"[(207, 106, 234, 123)]"
b28590740.jpg,"[(332, 341, 392, 428)]"
b286411b2.jpg,"[(0, 19, 5, 32), (657, 254, 667, 268), (613, 536, 631, 551), (623, 579, 645, 606), (400, 745, 410, 757)]"
b2886a5d9.jpg,"[(200, 0, 321, 173), (143, 536, 274, 768)]"
b288b0a5a.jpg,"[(281, 257, 291, 265), (167, 289, 224, 329)]"
b288ebbb3.jpg,"[(237, 14, 250, 27)]"
b288fa88d.jpg,"[(752, 408, 761, 431)]"
b2907828a.jpg,"[(318, 323, 426, 439)]"
b29083856.jpg,"[(114, 70, 137, 93), (6, 399, 19, 413)]"
b2932dac6.jpg,"[(710, 523, 733, 546)]"
b29477b25.jpg,"[(500, 113, 651, 247)]"
b29604735.jpg,"[(283, 696, 294, 709)]"
b297bea1a.jpg,"[(164, 259, 171, 269), (289, 461, 295, 470)]"
b29add9c6.jpg,"[(610, 42, 655, 111), (601, 143, 633, 188)]"
b29afad6c.jpg,"[(435, 264, 464, 277)]"
b29c06328.jpg,"[(430, 738, 461, 766)]"
b29f52e1d.jpg,"[(603, 606, 626, 629), (609, 695, 631, 763)]"
b2a4a46b1.jpg,"[(522, 177, 533, 187)]"
b2a573562.jpg,"[(144, 218, 164, 239)]"
b2a5ade80.jpg,"[(513, 167, 518, 174)]"
b2a5edf70.jpg,"[(507, 43, 632, 97)]"
b2a9baf05.jpg,"[(643, 381, 654, 397)]"
b2ac29a8d.jpg,"[(265, 399, 455, 488)]"
b2adcf912.jpg,"[(278, 170, 308, 201)]"
b2b3eb16c.jpg,"[(562, 536, 567, 551)]"
b2b4d87a3.jpg,"[(522, 97, 580, 149), (328, 136, 396, 191), (683, 223, 740, 275), (282, 317, 308, 332), (729, 443, 768, 479), (198, 523, 225, 544), (383, 642, 437, 688), (645, 643, 713, 707)]"
b2b59bdc4.jpg,"[(578, 76, 596, 92)]"
b2b940cb4.jpg,"[(17, 271, 39, 296), (41, 326, 78, 393)]"
b2ba77d33.jpg,"[(625, 453, 647, 462)]"
b2c2f7529.jpg,"[(179, 2, 196, 18), (190, 19, 200, 27), (198, 26, 210, 36), (614, 29, 677, 89), (213, 41, 224, 53), (247, 59, 258, 72), (288, 138, 296, 144), (305, 188, 317, 197), (433, 223, 477, 255), (470, 254, 512, 287), (416, 344, 467, 362), (642, 504, 653, 517), (748, 527, 761, 539), (749, 552, 763, 567)]"
b2c37e020.jpg,"[(43, 701, 52, 713)]"
b2c4b67a6.jpg,"[(83, 116, 109, 130)]"
b2cc67975.jpg,"[(147, 559, 159, 571)]"
b2cc904d7.jpg,"[(572, 80, 603, 140)]"
b2cce7add.jpg,"[(187, 576, 238, 694)]"
b2cd97a60.jpg,"[(677, 384, 695, 400)]"
b2d519fdf.jpg,"[(107, 5, 113, 12)]"
b2d62691e.jpg,"[(135, 0, 153, 68)]"
b2d821591.jpg,"[(251, 78, 304, 238), (237, 85, 264, 100), (330, 161, 358, 253), (221, 205, 248, 214)]"
b2d9cedde.jpg,"[(240, 152, 249, 175)]"
b2dc8cc43.jpg,"[(260, 488, 308, 521)]"
b2ded971b.jpg,"[(723, 64, 747, 109)]"
b2def1f54.jpg,"[(304, 186, 324, 268)]"
b2e52ebf8.jpg,"[(209, 600, 245, 704)]"
b2eb00597.jpg,"[(493, 156, 519, 174)]"
b2eeced6e.jpg,"[(365, 302, 449, 340)]"
b2f18c31b.jpg,"[(59, 398, 114, 433), (143, 697, 180, 716)]"
b2f3df87d.jpg,"[(658, 113, 678, 137)]"
b2f6caf31.jpg,"[(10, 725, 34, 740)]"
b2faefebd.jpg,"[(719, 392, 734, 408)]"
b2fcdd625.jpg,"[(689, 698, 713, 719)]"
b2fd8fe0c.jpg,"[(103, 406, 120, 420), (701, 680, 712, 714)]"
b303a596a.jpg,"[(272, 151, 288, 169), (370, 495, 379, 516)]"
b30ecd587.jpg,"[(145, 322, 162, 363)]"
b31027df1.jpg,"[(455, 361, 482, 434)]"
b316da512.jpg,"[(110, 482, 118, 488)]"
b31f57728.jpg,"[(132, 708, 149, 723)]"
b32028367.jpg,"[(667, 119, 696, 147), (647, 146, 667, 164), (710, 163, 768, 288), (624, 187, 653, 214), (671, 189, 737, 294), (574, 232, 685, 418), (100, 432, 178, 508), (74, 490, 87, 506), (83, 515, 118, 575)]"
b323e971d.jpg,"[(202, 507, 337, 709)]"
b327799b0.jpg,"[(51, 348, 77, 367), (48, 362, 85, 395), (41, 368, 53, 378), (88, 467, 106, 484)]"
b32ad3c7f.jpg,"[(183, 145, 331, 275)]"
b32c33207.jpg,"[(101, 388, 126, 450), (228, 657, 275, 685)]"
b3344d5af.jpg,"[(443, 299, 456, 320), (126, 347, 163, 545), (568, 606, 715, 745), (646, 715, 674, 744)]"
b334dd164.jpg,"[(667, 29, 678, 45)]"
b335b3837.jpg,"[(730, 746, 739, 763)]"
b336460d1.jpg,"[(121, 280, 137, 298)]"
b337f9d64.jpg,"[(87, 473, 103, 488)]"
b33ad96ab.jpg,"[(298, 78, 309, 89), (318, 93, 338, 112), (219, 146, 247, 172), (383, 239, 386, 246)]"
b33b08320.jpg,"[(584, 187, 600, 196), (671, 264, 679, 280), (744, 333, 755, 345), (761, 343, 768, 354), (748, 419, 756, 438)]"
b33ee22b1.jpg,"[(185, 267, 277, 589)]"
b33feb437.jpg,"[(578, 103, 603, 165)]"
b3427a878.jpg,"[(246, 705, 268, 727), (352, 721, 372, 740), (545, 751, 557, 759)]"
b3435baf9.jpg,"[(665, 70, 691, 88), (616, 248, 630, 270), (601, 328, 614, 347)]"
b344d28a7.jpg,"[(463, 54, 491, 94)]"
b345c2a0d.jpg,"[(485, 251, 551, 410), (111, 537, 182, 672)]"
b3467a348.jpg,"[(520, 492, 543, 541)]"
b3488033b.jpg,"[(497, 447, 653, 747)]"
b34b03955.jpg,"[(597, 541, 612, 563)]"
b34e1d16b.jpg,"[(439, 519, 618, 758)]"
b350c298e.jpg,"[(549, 35, 563, 77), (410, 261, 436, 345), (747, 267, 768, 348)]"
b3548611f.jpg,"[(416, 623, 621, 768)]"
b355d6377.jpg,"[(512, 275, 546, 301)]"
b3570dcf7.jpg,"[(530, 37, 553, 126)]"
b3585c6e5.jpg,"[(302, 525, 394, 768)]"
b359c672f.jpg,"[(382, 12, 445, 66)]"
b35b7f716.jpg,"[(0, 230, 134, 433)]"
b35d011b1.jpg,"[(37, 35, 51, 77), (750, 140, 768, 229), (235, 267, 263, 348), (496, 278, 519, 358), (568, 321, 573, 331), (629, 390, 651, 484), (350, 471, 371, 539), (576, 685, 598, 761)]"
b35d57fb3.jpg,"[(345, 194, 447, 344), (606, 522, 620, 534), (113, 599, 187, 653)]"
b3655ccba.jpg,"[(592, 67, 633, 94), (173, 584, 332, 688), (143, 646, 158, 659), (674, 665, 691, 679)]"
b365f750c.jpg,"[(260, 48, 268, 58)]"
b36719749.jpg,"[(24, 553, 41, 571), (25, 738, 38, 754)]"
b36748163.jpg,"[(731, 89, 738, 94), (737, 114, 743, 126), (636, 317, 643, 325), (490, 480, 500, 487)]"
b3679a7bd.jpg,"[(737, 472, 744, 483)]"
b367bae94.jpg,"[(728, 129, 747, 139), (721, 251, 733, 260)]"
b368c0542.jpg,"[(566, 214, 585, 230), (324, 656, 332, 664)]"
b369a0508.jpg,"[(256, 344, 311, 385), (351, 346, 385, 384), (629, 390, 667, 430), (158, 406, 197, 433), (2, 481, 56, 524), (211, 599, 309, 672), (277, 643, 375, 717), (100, 730, 120, 744)]"
b36f6f442.jpg,"[(524, 168, 602, 269), (188, 584, 212, 653)]"
b36fba7ad.jpg,"[(312, 38, 401, 67)]"
b37236000.jpg,"[(253, 492, 271, 506)]"
b37390882.jpg,"[(573, 676, 605, 712)]"
b378bec41.jpg,"[(608, 30, 619, 41), (448, 192, 453, 201)]"
b37d6e239.jpg,"[(611, 189, 615, 196)]"
b37e1435a.jpg,"[(318, 587, 364, 717)]"
b37e838d9.jpg,"[(175, 726, 189, 745)]"
b37f303d5.jpg,"[(306, 2, 325, 13), (174, 336, 199, 345)]"
b3808bee9.jpg,"[(74, 578, 97, 595), (187, 663, 246, 716)]"
b381926cd.jpg,"[(657, 654, 702, 691)]"
b381d8a91.jpg,"[(741, 65, 767, 116), (57, 541, 70, 575)]"
b3845c45a.jpg,"[(19, 237, 32, 248)]"
b3870aa26.jpg,"[(380, 316, 410, 365)]"
b387ee894.jpg,"[(518, 371, 590, 426), (206, 604, 280, 652)]"
b388a70a1.jpg,"[(532, 365, 584, 492)]"
b38e39a84.jpg,"[(653, 596, 675, 616)]"
b390db894.jpg,"[(650, 702, 671, 728)]"
b394c7722.jpg,"[(387, 385, 424, 461), (135, 433, 173, 497)]"
b3955e008.jpg,"[(147, 528, 225, 700), (727, 676, 768, 768)]"
b39868f87.jpg,"[(255, 571, 271, 579)]"
b39ba23cf.jpg,"[(16, 57, 28, 66)]"
b39c32f97.jpg,"[(603, 345, 675, 569)]"
b39cf9f04.jpg,"[(162, 648, 199, 764)]"
b3a1781b9.jpg,"[(727, 270, 747, 284)]"
b3a24d2b4.jpg,"[(625, 50, 639, 63), (606, 677, 626, 701)]"
b3a6f3cee.jpg,"[(315, 12, 332, 38), (293, 53, 307, 73), (76, 510, 99, 517)]"
b3a712776.jpg,"[(347, 182, 485, 321), (612, 474, 733, 611)]"
b3a91af70.jpg,"[(171, 39, 212, 115)]"
b3a9b5b7d.jpg,"[(183, 606, 259, 691)]"
b3ad9145b.jpg,"[(352, 151, 378, 170), (373, 200, 444, 371)]"
b3b0a2782.jpg,"[(409, 114, 569, 305)]"
b3b0ed544.jpg,"[(348, 12, 382, 83), (517, 145, 532, 169)]"
